ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p2,61.13,30.82,4,9,83,99,OFF,2026-05-19 00:39:25
p2,67.31,24.25,8.13,47,23,8,OFF,2026-05-19 00:39:26
p2,56.19,29.73,4.84,0,52,21,OFF,2026-05-19 00:39:26
p3,61.01,34.66,5.51,52,41,45,OFF,2026-05-19 00:39:28
p1,56.21,38.34,6.6,22,65,34,OFF,2026-05-19 00:39:30
p1,78.33,15.04,4.87,91,45,10,OFF,2026-05-19 00:39:32
p1,75.67,19.69,6.97,89,87,70,OFF,2026-05-19 00:39:34
p3,73.79,18.48,4,69,79,34,OFF,2026-05-19 00:39:36
p3,65.3,27.13,4.84,76,58,33,OFF,2026-05-19 00:39:36
p2,59.52,36.95,6.87,0,13,51,ON,2026-05-19 00:39:37
p1,71.65,20.99,6.79,99,53,93,OFF,2026-05-19 00:39:41
p3,63.59,28.64,4,86,52,10,OFF,2026-05-19 00:39:44
p1,77.64,16.4,8.2,23,43,20,OFF,2026-05-19 00:39:45
p1,57.77,29.52,5.82,27,95,29,OFF,2026-05-19 00:39:52
p2,61.06,26.28,4.92,45,60,45,OFF,2026-05-19 00:39:53
p2,62.98,29.73,4.04,45,98,40,OFF,2026-05-19 00:39:56
p1,54.39,31.32,7.57,58,68,10,OFF,2026-05-19 00:39:56
p3,80,17.68,4,73,81,64,OFF,2026-05-19 00:40:00
p3,57.22,31.62,5.02,57,34,11,ON,2026-05-19 00:40:01
p2,66.5,27.1,6.04,53,47,26,ON,2026-05-19 00:40:04
p2,62.43,27.59,4.95,3,45,84,OFF,2026-05-19 00:40:07
p1,80,17.59,6.29,36,92,87,OFF,2026-05-19 00:40:07
p3,73.03,17.85,5.2,19,59,27,OFF,2026-05-19 00:40:09
p1,67.39,25.81,6.84,82,100,43,OFF,2026-05-19 00:40:09
p1,56.74,35.94,6.54,10,60,96,OFF,2026-05-19 00:40:09
p1,66.36,26.68,4,36,83,100,OFF,2026-05-19 00:40:15
p1,78.66,16.15,4,95,71,75,OFF,2026-05-19 00:40:15
p2,65.37,23.78,6.78,75,47,17,OFF,2026-05-19 00:40:16
p2,50.66,33.5,4,47,75,67,OFF,2026-05-19 00:40:17
p1,70.58,26.73,5.78,57,59,88,OFF,2026-05-19 00:40:20
p1,76.02,20.88,7.99,29,43,98,OFF,2026-05-19 00:40:24
p3,60.01,33.44,7.35,31,83,43,OFF,2026-05-19 00:40:29
p3,78.55,16.62,7.32,49,5,3,OFF,2026-05-19 00:40:30
p1,80,16.96,4,99,93,54,OFF,2026-05-19 00:40:32
p2,57.72,30.09,4.84,86,45,81,ON,2026-05-19 00:40:32
p1,48.9,38.48,6.14,84,21,23,ON,2026-05-19 00:40:35
p3,80,17.59,4.6,91,63,70,OFF,2026-05-19 00:40:36
p1,62.75,33.96,4,72,63,60,OFF,2026-05-19 00:40:36
p2,60.43,32.55,6.61,10,88,47,OFF,2026-05-19 00:40:40
p3,53.69,35.55,6.85,27,73,62,OFF,2026-05-19 00:40:48
p2,69.36,25.89,4,62,74,84,OFF,2026-05-19 00:40:50
p2,67.54,30.53,8.1,6,12,17,ON,2026-05-19 00:40:51
p3,52.38,33.56,5.55,62,9,18,OFF,2026-05-19 00:40:52
p1,69.17,19.97,4,87,46,88,OFF,2026-05-19 00:40:54
p3,70.21,24.91,4.91,74,71,65,OFF,2026-05-19 00:40:55
p2,70.25,16.17,5.65,99,31,57,OFF,2026-05-19 00:40:56
p1,59.47,30.06,4,79,43,92,OFF,2026-05-19 00:40:57
p1,71.95,28.6,6.77,12,10,51,OFF,2026-05-19 00:41:02
p2,74.26,24.09,6.6,71,90,83,ON,2026-05-19 00:41:03
p3,58.04,35.15,5.89,77,44,84,OFF,2026-05-19 00:41:05
p2,80,15.03,6.28,48,80,19,OFF,2026-05-19 00:41:06
p2,61.49,33.98,5.27,15,78,61,OFF,2026-05-19 00:41:08
p1,58.95,34.41,6.56,1,94,37,OFF,2026-05-19 00:41:11
p1,71.69,23.7,5.79,98,80,18,OFF,2026-05-19 00:41:12
p2,54.5,34.89,5.38,26,20,7,OFF,2026-05-19 00:41:14
p2,74.49,18.89,5.7,53,26,68,OFF,2026-05-19 00:41:15
p1,78.57,16.69,7.49,0,78,35,OFF,2026-05-19 00:41:19
p3,72.11,23.34,4,91,60,52,OFF,2026-05-19 00:41:20
p2,65.03,28.65,8.09,28,1,62,OFF,2026-05-19 00:41:20
p2,48.29,36.36,4,95,89,59,OFF,2026-05-19 00:41:21
p3,66.83,29.58,7.19,57,91,37,OFF,2026-05-19 00:41:29
p1,70.34,15.12,5.88,4,90,19,OFF,2026-05-19 00:41:30
p2,61.62,27.81,7.42,4,89,13,OFF,2026-05-19 00:41:32
p1,48.41,36.83,4.86,53,23,91,OFF,2026-05-19 00:41:36
p3,74.95,24.41,4,68,100,89,OFF,2026-05-19 00:41:41
p3,55.9,32.25,4,57,86,48,OFF,2026-05-19 00:41:42
p3,67.89,19.98,4,23,66,94,OFF,2026-05-19 00:41:42
p1,55.44,29.21,5.24,7,29,59,ON,2026-05-19 00:41:44
p1,71.41,18.48,7.67,40,10,97,OFF,2026-05-19 00:41:45
p2,47.18,37.62,4,61,72,55,OFF,2026-05-19 00:41:45
p2,59.48,31.69,6.59,52,56,1,OFF,2026-05-19 00:41:45
p3,68.82,29.32,5.29,39,71,18,OFF,2026-05-19 00:41:46
p3,61,35.71,5.4,84,41,86,OFF,2026-05-19 00:41:49
p3,68.24,17.5,7.35,63,98,17,OFF,2026-05-19 00:41:50
p2,69.87,28.18,4,82,30,3,OFF,2026-05-19 00:41:50
p3,59.9,38.05,4,52,41,72,OFF,2026-05-19 00:41:57
p3,54.81,36.36,5.57,13,74,27,OFF,2026-05-19 00:42:04
p2,61.02,24.11,7.07,76,17,83,OFF,2026-05-19 00:42:10
p2,48.26,33.35,4.08,14,91,28,OFF,2026-05-19 00:42:10
p3,54.77,35.64,6.08,89,61,29,OFF,2026-05-19 00:42:14
p3,68.83,30.58,4.13,33,10,1,OFF,2026-05-19 00:42:14
p3,66.78,25.17,4,74,96,30,OFF,2026-05-19 00:42:14
p1,68.13,38.57,5.88,46,14,21,OFF,2026-05-19 00:42:15
p1,72.74,24.28,7.64,26,92,85,OFF,2026-05-19 00:42:15
p1,62.6,36.75,6.19,82,63,88,OFF,2026-05-19 00:42:16
p3,68.89,26.23,5.85,28,34,46,OFF,2026-05-19 00:42:21
p2,75.87,16.75,7.87,1,6,48,OFF,2026-05-19 00:42:21
p3,51.04,38.2,5.16,60,60,24,OFF,2026-05-19 00:42:26
p2,69.98,28.89,6.21,17,73,54,OFF,2026-05-19 00:42:29
p2,77.2,16.12,7.14,49,87,84,OFF,2026-05-19 00:42:34
p1,67.77,23.18,4.17,13,24,0,OFF,2026-05-19 00:42:36
p3,56.11,30.82,7.37,31,82,7,OFF,2026-05-19 00:42:38
p2,70.55,23.39,7.76,59,4,62,OFF,2026-05-19 00:42:42
p3,64.99,22.97,6.2,72,27,16,OFF,2026-05-19 00:42:43
p1,67.98,23.41,4,54,95,55,OFF,2026-05-19 00:42:45
p3,65.46,30.11,5.04,84,23,76,OFF,2026-05-19 00:42:48
p2,74.44,19.78,4,31,23,72,OFF,2026-05-19 00:42:51
p2,77,15.42,4,76,76,3,OFF,2026-05-19 00:42:54
p1,80,19.56,7.45,14,15,68,OFF,2026-05-19 00:42:56
p3,73.62,27.03,4.76,93,54,63,OFF,2026-05-19 00:42:58
p2,74.97,19.55,5.25,46,10,91,OFF,2026-05-19 00:43:01
p3,57.45,33.15,6.46,58,6,20,OFF,2026-05-19 00:43:01
p1,58.95,32.55,5.45,58,54,7,OFF,2026-05-19 00:43:08
p3,58.16,31.3,5.66,15,58,20,OFF,2026-05-19 00:43:11
p2,80,15.31,7.97,33,36,90,OFF,2026-05-19 00:43:17
p3,55.03,39.09,5.57,62,15,74,OFF,2026-05-19 00:43:23
p2,54.34,32.85,6.45,62,28,59,OFF,2026-05-19 00:43:26
p1,67.7,27.08,5.61,95,61,76,OFF,2026-05-19 00:43:26
p3,57.6,38.29,6.67,22,69,35,ON,2026-05-19 00:43:30
p1,63.88,39.5,6.96,83,88,58,ON,2026-05-19 00:43:36
p1,72.89,24.27,5.84,59,5,73,OFF,2026-05-19 00:43:36
p1,50.28,34.48,7.75,12,7,52,OFF,2026-05-19 00:43:38
p1,60.97,30.39,6.99,4,22,74,ON,2026-05-19 00:43:43
p3,64.69,26.23,6,94,43,91,ON,2026-05-19 00:43:43
p2,54.1,35.24,7.35,49,53,25,ON,2026-05-19 00:43:45
p1,52.7,39.39,4,92,47,10,ON,2026-05-19 00:43:49
p3,59.16,39.33,7.03,53,76,84,ON,2026-05-19 00:43:51
p3,70.27,22.14,7.84,1,81,71,OFF,2026-05-19 00:43:53
p3,58.04,30.56,4,91,86,24,ON,2026-05-19 00:43:55
p3,66.47,34.61,4.32,41,29,50,OFF,2026-05-19 00:43:59
p1,56.08,31.52,8.1,24,34,39,OFF,2026-05-19 00:44:01
p1,69.59,23.98,4,49,24,54,OFF,2026-05-19 00:44:01
p3,61.66,35.01,5.36,21,100,36,OFF,2026-05-19 00:44:01
p2,51.45,37.37,4,88,47,91,OFF,2026-05-19 00:44:03
p2,50.1,38.09,6.48,28,92,24,OFF,2026-05-19 00:44:08
p1,64.45,26.35,4,88,11,51,OFF,2026-05-19 00:44:12
p1,61.61,33.05,4,88,3,42,OFF,2026-05-19 00:44:13
p1,80,16.28,4.16,53,29,89,OFF,2026-05-19 00:44:14
p1,50.07,37.44,4.31,93,77,0,OFF,2026-05-19 00:44:16
p1,68.15,21.72,8.59,17,5,36,OFF,2026-05-19 00:44:16
p2,73.56,27.04,5.99,100,95,91,OFF,2026-05-19 00:44:24
p2,53.96,35.61,5.05,26,44,67,ON,2026-05-19 00:44:27
p1,79.22,18,6.74,14,79,60,OFF,2026-05-19 00:44:27
p2,80,18.75,7.56,19,42,56,OFF,2026-05-19 00:44:30
p2,63.02,29.98,4.99,26,75,23,OFF,2026-05-19 00:44:32
p3,52.67,37.95,6.97,56,37,83,OFF,2026-05-19 00:44:36
p2,61.18,31,4,62,53,68,OFF,2026-05-19 00:44:37
p3,71.54,18.64,6.96,56,61,98,OFF,2026-05-19 00:44:38
p3,54.94,39.77,5.06,5,41,43,OFF,2026-05-19 00:44:44
p2,80,19.49,4,90,3,71,OFF,2026-05-19 00:44:47
p2,70.51,15.84,4.33,32,38,96,OFF,2026-05-19 00:44:49
p1,74.05,17.12,4.64,11,54,83,OFF,2026-05-19 00:44:49
p2,57.28,29.55,4,87,38,57,OFF,2026-05-19 00:44:52
p3,67.21,20.77,6.97,47,67,99,OFF,2026-05-19 00:44:55
p1,59.18,35.65,4.88,67,48,42,OFF,2026-05-19 00:44:57
p3,68.49,29.53,4,92,3,18,OFF,2026-05-19 00:45:03
p2,68.59,19.87,6.7,45,33,31,OFF,2026-05-19 00:45:04
p3,72.01,26.22,7.15,5,23,48,OFF,2026-05-19 00:45:19
p2,74.16,16.5,7.31,33,42,76,OFF,2026-05-19 00:45:23
p1,80,20.02,5.84,76,92,69,OFF,2026-05-19 00:45:24
p3,74.33,19.05,5.89,40,100,8,OFF,2026-05-19 00:45:29
p2,69.81,25.9,6.54,16,8,50,OFF,2026-05-19 00:45:32
p2,68.15,25.28,5.88,75,69,77,OFF,2026-05-19 00:45:32
p3,56.3,35.55,6.04,32,6,33,OFF,2026-05-19 00:45:32
p1,75.52,17.86,4.49,6,95,32,OFF,2026-05-19 00:45:33
p1,57.91,28.1,4,82,1,25,ON,2026-05-19 00:45:34
p1,77.71,18.73,6.72,85,79,81,OFF,2026-05-19 00:45:37
p3,80,19.39,5.39,95,36,96,OFF,2026-05-19 00:45:40
p2,57.06,29.46,4.66,95,55,0,OFF,2026-05-19 00:45:40
p3,55.02,32.7,4,53,70,70,OFF,2026-05-19 00:45:46
p3,48.98,36.82,5.26,70,88,52,OFF,2026-05-19 00:45:48
p2,57.31,34.32,6.29,2,36,8,OFF,2026-05-19 00:45:56
p2,60.12,35.57,4.99,30,59,41,OFF,2026-05-19 00:45:57
p1,73.15,26.27,4,79,67,97,OFF,2026-05-19 00:46:00
p2,68.52,28.15,5.06,82,22,66,OFF,2026-05-19 00:46:01
p1,65.3,29.31,7.12,10,83,34,ON,2026-05-19 00:46:06
p1,61.79,31.3,5.85,96,27,13,OFF,2026-05-19 00:46:09
p1,57.11,31.76,4.91,62,3,26,OFF,2026-05-19 00:46:15
p1,60.19,33.13,4.77,55,17,96,OFF,2026-05-19 00:46:17
p2,70.67,21.29,6.19,63,76,83,OFF,2026-05-19 00:46:19
p2,60.86,26.84,5.17,1,52,63,OFF,2026-05-19 00:46:19
p1,63.24,23.5,5.66,87,70,95,ON,2026-05-19 00:46:20
p3,69.38,20.77,4,24,89,93,OFF,2026-05-19 00:46:23
p3,74.41,17.89,4,100,3,68,OFF,2026-05-19 00:46:24
p3,49.26,38.44,4,27,53,92,OFF,2026-05-19 00:46:24
p3,74.82,27.07,5.27,83,93,12,OFF,2026-05-19 00:46:25
p1,60.65,33.12,7.68,74,6,18,OFF,2026-05-19 00:46:31
p2,48.63,35.89,4.9,70,81,12,OFF,2026-05-19 00:46:33
p2,68.03,28.39,4,95,71,8,OFF,2026-05-19 00:46:35
p3,73.52,25.26,4,91,49,83,OFF,2026-05-19 00:46:39
p2,79.84,17.16,5.36,83,21,96,OFF,2026-05-19 00:46:42
p1,78.52,15.26,4,10,10,64,OFF,2026-05-19 00:46:43
p1,53.52,37.29,6.28,79,13,43,OFF,2026-05-19 00:46:43
p3,74.5,20.33,5.04,47,11,33,OFF,2026-05-19 00:46:45
p2,63.89,29.15,8.12,17,24,82,OFF,2026-05-19 00:46:47
p2,54.84,36.97,4,58,49,96,OFF,2026-05-19 00:46:48
p1,76.37,23.66,4,55,17,59,OFF,2026-05-19 00:46:52
p3,52.4,32.73,6.29,18,91,79,OFF,2026-05-19 00:46:55
p2,53.13,39.47,4,61,93,15,OFF,2026-05-19 00:46:56
p2,65.14,24.73,4,97,38,70,OFF,2026-05-19 00:46:57
p2,51.07,36.51,6.31,78,64,31,OFF,2026-05-19 00:47:01
p3,74.37,19.81,6.47,70,73,41,OFF,2026-05-19 00:47:01
p3,80,15.38,5.93,89,74,72,OFF,2026-05-19 00:47:02
p3,66.25,27.39,8.01,27,54,68,OFF,2026-05-19 00:47:04
p3,64.53,25.68,6.63,86,82,59,OFF,2026-05-19 00:47:06
p3,78.64,22.98,7.11,2,65,82,OFF,2026-05-19 00:47:06
p1,74,17.94,4,10,28,77,OFF,2026-05-19 00:47:06
p1,57.16,39.65,6.7,92,27,22,OFF,2026-05-19 00:47:10
p2,49.57,39.87,7.99,25,59,70,OFF,2026-05-19 00:47:12
p2,58.05,27.58,5.05,93,47,17,OFF,2026-05-19 00:47:12
p1,53.86,39.39,7.15,36,27,61,OFF,2026-05-19 00:47:14
p2,60.82,23.88,5.84,69,18,50,OFF,2026-05-19 00:47:24
p2,64.9,26.63,7.08,13,22,32,ON,2026-05-19 00:47:27
p1,60.56,27.22,5.12,2,30,9,OFF,2026-05-19 00:47:27
p1,63.33,32.4,5.81,85,6,98,OFF,2026-05-19 00:47:29
p2,60.1,31.01,4,83,5,23,OFF,2026-05-19 00:47:34
p2,62.74,28.08,4.12,80,98,3,OFF,2026-05-19 00:47:37
p2,80,17.47,6.42,30,67,47,OFF,2026-05-19 00:47:42
p1,57.74,25.94,5.48,84,75,59,OFF,2026-05-19 00:47:42
p2,66.88,27.77,4,61,95,72,OFF,2026-05-19 00:47:45
p3,53.92,37.35,5.64,83,93,57,OFF,2026-05-19 00:47:46
p1,54.57,37.65,6.68,47,86,52,OFF,2026-05-19 00:47:46
p1,54.4,34.79,6.92,79,43,40,OFF,2026-05-19 00:47:46
p3,48.32,37.36,4,54,33,93,OFF,2026-05-19 00:47:48
p3,55.4,38.96,5.32,48,98,76,OFF,2026-05-19 00:47:53
p1,66.47,29.22,4.82,9,71,6,OFF,2026-05-19 00:47:53
p2,68.93,27.55,5.1,95,0,31,OFF,2026-05-19 00:47:55
p3,69.84,28.78,4,24,62,64,OFF,2026-05-19 00:48:10
p3,47.67,37.55,4,9,45,90,OFF,2026-05-19 00:48:14
p1,69.02,25.08,4,98,61,37,OFF,2026-05-19 00:48:17
p1,64.64,31.06,6.59,56,81,16,OFF,2026-05-19 00:48:19
p2,57.44,31.03,6.6,3,92,46,ON,2026-05-19 00:48:23
p1,68.93,26.66,4.49,13,44,67,OFF,2026-05-19 00:48:28
p1,76.64,21,8.5,1,25,48,OFF,2026-05-19 00:48:30
p1,63.91,32.04,6.02,57,97,25,OFF,2026-05-19 00:48:33
p3,64.17,26.93,5.72,69,88,13,OFF,2026-05-19 00:48:37
p2,52.08,39.81,4,30,13,34,ON,2026-05-19 00:48:37
p1,74.11,16.68,7.5,63,41,92,OFF,2026-05-19 00:48:37
p2,55.47,31.89,4.22,78,35,96,OFF,2026-05-19 00:48:41
p1,73.9,19.37,7.28,13,74,61,OFF,2026-05-19 00:48:42
p1,72.76,18.27,4.73,46,36,55,OFF,2026-05-19 00:48:43
p2,68.02,26.29,5.55,14,28,45,OFF,2026-05-19 00:48:47
p3,71.64,26.85,4.84,51,44,44,ON,2026-05-19 00:48:48
p2,57.48,39.73,7.09,15,93,91,ON,2026-05-19 00:48:48
p1,65.21,25.98,5.63,73,11,11,OFF,2026-05-19 00:48:51
p2,61.58,29.56,6.33,50,6,90,OFF,2026-05-19 00:48:51
p2,74.39,19.5,6.61,75,50,77,OFF,2026-05-19 00:48:54
p3,72.48,17.81,4.25,17,10,24,OFF,2026-05-19 00:48:54
p1,75.88,19.31,4.67,8,48,1,ON,2026-05-19 00:48:56
p1,80,16.78,6.62,22,4,37,OFF,2026-05-19 00:48:56
p2,63.22,31.31,4,99,66,9,OFF,2026-05-19 00:48:56
p2,50.86,37.13,4,65,49,71,OFF,2026-05-19 00:48:57
p3,56.93,30.56,6.04,77,17,65,ON,2026-05-19 00:48:59
p1,77.99,23.14,6.78,57,88,58,OFF,2026-05-19 00:49:00
p2,66.03,26.4,5.25,42,52,69,OFF,2026-05-19 00:49:00
p2,60.81,27.68,5.69,7,31,15,OFF,2026-05-19 00:49:00
p1,53.92,39.48,4.22,98,93,59,OFF,2026-05-19 00:49:05
p2,80,16.92,8.47,19,6,18,OFF,2026-05-19 00:49:08
p2,78.99,15.24,4,88,67,28,OFF,2026-05-19 00:49:09
p2,57.76,33.91,5.03,19,89,80,OFF,2026-05-19 00:49:15
p1,71.42,15.65,4,6,79,83,OFF,2026-05-19 00:49:19
p2,64.36,25.91,7.11,4,65,9,ON,2026-05-19 00:49:19
p2,75.5,22.94,4,15,72,81,OFF,2026-05-19 00:49:20
p1,54.23,39.07,8.54,1,3,72,ON,2026-05-19 00:49:24
p1,57.95,32.23,6.73,27,97,36,ON,2026-05-19 00:49:32
p1,69.69,18.52,4.85,97,61,91,OFF,2026-05-19 00:49:42
p2,68.39,20.82,7.73,39,33,34,OFF,2026-05-19 00:49:43
p3,54.57,30.41,4,28,91,84,OFF,2026-05-19 00:49:46
p2,59.81,29.81,6.49,8,27,43,OFF,2026-05-19 00:49:47
p3,74.49,22.03,5.3,73,42,39,OFF,2026-05-19 00:49:57
p3,60.72,29.67,4.93,11,66,50,OFF,2026-05-19 00:49:58
p3,68.33,23.64,4.38,53,44,49,OFF,2026-05-19 00:50:01
p1,56.19,25.78,5.55,21,97,5,ON,2026-05-19 00:50:02
p2,51.98,30.86,6.72,37,0,65,OFF,2026-05-19 00:50:03
p1,65.2,24.68,7.14,59,100,53,OFF,2026-05-19 00:50:03
p2,57.82,31.89,4,60,23,7,OFF,2026-05-19 00:50:05
p1,74.47,16.94,6.4,97,54,90,OFF,2026-05-19 00:50:06
p2,65.22,28.63,7.84,28,18,25,OFF,2026-05-19 00:50:08
p1,69.55,27.71,4.14,6,22,30,OFF,2026-05-19 00:50:08
p2,60.2,26.93,5.78,39,37,6,ON,2026-05-19 00:50:10
p2,69.6,17.17,4.7,6,19,49,OFF,2026-05-19 00:50:11
p2,51.22,35.53,5.94,95,51,74,OFF,2026-05-19 00:50:18
p1,63.05,24.37,4,96,87,46,OFF,2026-05-19 00:50:18
p1,72.06,22.66,5.15,40,66,18,OFF,2026-05-19 00:50:23
p3,52.3,37.53,4.53,55,34,49,ON,2026-05-19 00:50:23
p1,69.21,25.63,4,36,80,85,OFF,2026-05-19 00:50:26
p1,61.13,31.1,8.3,7,6,92,OFF,2026-05-19 00:50:27
p1,52.01,32.39,4.37,89,49,21,OFF,2026-05-19 00:50:38
p2,63.33,21.78,6.93,98,4,74,OFF,2026-05-19 00:50:41
p1,65.64,21.95,4,16,61,56,OFF,2026-05-19 00:50:43
p2,72.33,19.5,6.49,4,53,19,OFF,2026-05-19 00:50:46
p3,78,15.84,6.78,0,5,11,OFF,2026-05-19 00:50:46
p1,77.86,20.02,4,60,38,75,OFF,2026-05-19 00:50:46
p3,61.75,31.62,4.52,9,26,36,OFF,2026-05-19 00:50:48
p1,55.65,35.18,5.41,40,27,33,OFF,2026-05-19 00:50:49
p2,54.2,32.23,4,36,7,8,OFF,2026-05-19 00:50:50
p3,68.89,32.67,7.56,74,72,0,OFF,2026-05-19 00:50:53
p3,43.97,39.02,4,83,85,68,OFF,2026-05-19 00:50:56
p3,52.26,32.13,4.9,4,14,38,ON,2026-05-19 00:50:57
p3,65.34,24.91,6.38,55,84,16,OFF,2026-05-19 00:51:00
p2,71.41,20.89,4,40,42,100,ON,2026-05-19 00:51:02
p1,40.35,39.89,4.9,56,82,22,ON,2026-05-19 00:51:03
p2,80,18.16,6.7,1,68,36,ON,2026-05-19 00:51:03
p3,52.89,37.9,4,87,38,24,OFF,2026-05-19 00:51:04
p2,60.97,32.31,8.18,1,58,59,OFF,2026-05-19 00:51:04
p1,61.69,29.39,4.27,95,20,62,OFF,2026-05-19 00:51:05
p1,67.13,21.23,4.07,17,35,53,OFF,2026-05-19 00:51:06
p1,51.34,37.2,4,9,56,90,OFF,2026-05-19 00:51:11
p3,56.45,27.67,4.36,12,35,30,ON,2026-05-19 00:51:12
p2,54.21,39.19,6.05,90,44,12,ON,2026-05-19 00:51:12
p2,77.39,18.08,4.46,44,6,9,OFF,2026-05-19 00:51:20
p2,80,19.68,6.89,9,48,24,OFF,2026-05-19 00:51:23
p2,57.62,30.07,5.92,6,35,16,OFF,2026-05-19 00:51:27
p2,58.81,30.76,5.08,64,65,0,ON,2026-05-19 00:51:28
p3,60.33,33.53,7.41,45,85,56,OFF,2026-05-19 00:51:40
p2,57.46,32.6,4,69,51,24,OFF,2026-05-19 00:51:40
p1,47.76,32.77,7.17,66,74,65,ON,2026-05-19 00:51:45
p3,64.16,27.44,5.51,79,76,41,OFF,2026-05-19 00:51:47
p3,67.25,26.25,4,12,70,4,OFF,2026-05-19 00:51:49
p2,62.48,33.99,4,95,15,15,OFF,2026-05-19 00:51:51
p1,61.98,26.33,6.25,33,55,49,OFF,2026-05-19 00:51:54
p3,77.96,15.62,4.46,93,96,17,OFF,2026-05-19 00:51:57
p2,64.5,30.85,8.01,16,51,52,OFF,2026-05-19 00:52:00
p2,69.82,26.38,4,81,72,80,OFF,2026-05-19 00:52:01
p1,60.32,30.97,7.24,67,70,40,OFF,2026-05-19 00:52:03
p3,67.65,29.99,4.18,91,39,9,OFF,2026-05-19 00:52:07
p1,60.41,29.92,8.29,13,23,1,OFF,2026-05-19 00:52:14
p2,80,15.36,6.9,80,10,1,OFF,2026-05-19 00:52:15
p3,70.9,21.18,5.08,51,49,81,OFF,2026-05-19 00:52:16
p3,47.23,36.4,4,80,2,55,OFF,2026-05-19 00:52:21
p2,53.79,37.56,5.81,42,9,93,OFF,2026-05-19 00:52:24
p1,80,18.28,5.26,74,80,81,OFF,2026-05-19 00:52:26
p3,80,16.99,4.37,55,18,54,OFF,2026-05-19 00:52:28
p2,57.3,35.79,5.37,22,85,98,ON,2026-05-19 00:52:34
p1,75.02,17.43,7.82,19,36,9,OFF,2026-05-19 00:52:34
p1,67.54,21.27,4,87,82,6,OFF,2026-05-19 00:52:35
p2,53.85,38.55,4.55,14,26,63,OFF,2026-05-19 00:52:36
p2,66.92,31.5,6.86,15,25,53,OFF,2026-05-19 00:52:37
p1,75.06,18.3,6.47,4,28,41,ON,2026-05-19 00:52:42
p2,53.93,39.83,7.15,32,83,49,ON,2026-05-19 00:52:43
p1,66.71,19.77,4.59,60,84,67,OFF,2026-05-19 00:52:45
p1,70.38,29.01,4,96,89,73,OFF,2026-05-19 00:52:48
p1,75.25,22.24,5.5,92,27,16,OFF,2026-05-19 00:52:49
p1,70.5,16.42,4,51,100,39,OFF,2026-05-19 00:52:57
p3,77.39,19.1,5.67,8,37,51,OFF,2026-05-19 00:52:59
p1,62.23,33.08,4.48,92,64,1,OFF,2026-05-19 00:53:04
p2,51.69,38.14,7.48,15,58,3,OFF,2026-05-19 00:53:04
p2,44.37,38.64,5.17,80,7,84,OFF,2026-05-19 00:53:05
p3,56.58,36.86,5.94,8,54,16,ON,2026-05-19 00:53:08
p3,68.94,25.94,4,58,59,38,OFF,2026-05-19 00:53:14
p3,74.28,20.01,7.3,9,99,85,OFF,2026-05-19 00:53:15
p2,66.1,24.06,4.59,21,32,21,OFF,2026-05-19 00:53:15
p2,60.66,30.92,6.02,57,4,26,OFF,2026-05-19 00:53:18
p2,61.53,31.12,5.46,94,46,48,OFF,2026-05-19 00:53:21
p3,73.38,28.06,6.02,67,62,50,OFF,2026-05-19 00:53:23
p1,65.99,25.5,4,89,74,20,OFF,2026-05-19 00:53:24
p2,65.92,28.66,5.63,67,93,46,OFF,2026-05-19 00:53:26
p3,51.68,35.32,5.27,47,66,89,ON,2026-05-19 00:53:27
p2,57.42,35.66,4.36,4,66,17,OFF,2026-05-19 00:53:28
p2,67.16,20.89,4.32,28,53,25,OFF,2026-05-19 00:53:29
p2,74.72,30.83,7.45,64,38,36,OFF,2026-05-19 00:53:33
p3,64.81,26.48,4,81,93,44,OFF,2026-05-19 00:53:38
p1,70.48,16.1,4.24,49,34,81,OFF,2026-05-19 00:53:38
p3,67.91,29.87,4,60,39,36,OFF,2026-05-19 00:53:50
p2,42.31,39.58,6.86,92,37,24,OFF,2026-05-19 00:53:51
p1,54.51,36.21,4.33,87,70,6,OFF,2026-05-19 00:53:51
p1,75.89,20.63,4,49,100,20,OFF,2026-05-19 00:53:51
p2,79.43,19.09,4.19,5,63,49,OFF,2026-05-19 00:53:53
p1,49.23,37.92,6.69,31,79,50,OFF,2026-05-19 00:53:54
p1,59.36,34.06,4,76,97,77,OFF,2026-05-19 00:54:01
p1,63.25,31.26,4,14,43,54,OFF,2026-05-19 00:54:05
p2,50.95,37.14,4,38,42,23,OFF,2026-05-19 00:54:06
p3,65.44,29.24,6.42,25,71,98,OFF,2026-05-19 00:54:09
p2,62.94,30.11,5.59,94,74,57,OFF,2026-05-19 00:54:10
p3,62.65,22.98,4.67,92,57,69,OFF,2026-05-19 00:54:14
p3,57.58,33.76,6.35,74,52,0,OFF,2026-05-19 00:54:15
p2,70.85,24.4,7.5,23,29,88,ON,2026-05-19 00:54:17
p1,45.76,39.83,4.87,57,67,37,OFF,2026-05-19 00:54:19
p2,74.04,20.75,6.21,70,52,84,OFF,2026-05-19 00:54:24
p2,72.3,21.07,6.81,99,9,11,OFF,2026-05-19 00:54:27
p1,45.79,37.83,5.65,9,73,28,OFF,2026-05-19 00:54:30
p3,71.65,16.75,6.35,4,93,16,OFF,2026-05-19 00:54:30
p2,78.12,16.52,6.51,21,66,29,OFF,2026-05-19 00:54:33
p1,80,15.44,7.12,60,27,68,OFF,2026-05-19 00:54:38
